"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RNF243",4.69120095744302e-18,0.331168038843597,0.398,0.146,9.44104192685407e-14,"12","RNF24"
"RBM472",5.17161451127634e-18,0.402402638139709,0.624,0.289,1.04078742039436e-13,"12","RBM47"
"LASP11",5.42130992376509e-18,0.539854202206673,0.646,0.318,1.09103862215772e-13,"12","LASP1"
"PARVA3",5.91534253301314e-18,0.339913729768178,0.448,0.177,1.1904626847689e-13,"12","PARVA"
"TRAF41",6.02123529659724e-18,0.372077509070282,0.42,0.159,1.21177360344019e-13,"12","TRAF4"
"GPR1081",6.70624081478128e-18,0.430645188292475,0.569,0.251,1.34963096397473e-13,"12","GPR108"
"MGMT",7.34745315551004e-18,0.26862881127888,0.309,0.1,1.4786749475464e-13,"12","MGMT"
"ARRDC34",7.88174405247551e-18,0.483512582771636,0.657,0.32,1.5862009905607e-13,"12","ARRDC3"
"RPL373",1.03836140735371e-17,0.382515892122163,0.978,0.974,2.08970233229935e-13,"12","RPL37"
"CCNG1",1.15334701662845e-17,0.267364152867313,0.376,0.134,2.32111087096475e-13,"12","CCNG1"
"GNB2L13",1.2519804135076e-17,0.526202826173984,0.978,0.953,2.51961058218405e-13,"12","GNB2L1"
"CD472",1.29109811414503e-17,0.444342607866808,0.541,0.24,2.59833495471687e-13,"12","CD47"
"FOS5",1.32723092863863e-17,0.485257051545669,0.895,0.582,2.67105224388525e-13,"12","FOS"
"CASP6",1.46192049777038e-17,0.28707142927531,0.276,0.087,2.94211500176289e-13,"12","CASP6"
"HPCAL12",1.52974689320146e-17,0.296258129030411,0.365,0.13,3.07861562256793e-13,"12","HPCAL1"
"P4HA12",1.62855810676605e-17,0.530517772164676,0.486,0.201,3.27747318986668e-13,"12","P4HA1"
"FBXO25",1.63430946727113e-17,0.349297823047813,0.464,0.186,3.28904780288314e-13,"12","FBXO25"
"NOSIP1",1.70703745981105e-17,0.425997209646565,0.448,0.182,3.43541288786975e-13,"12","NOSIP"
"MLXIP1",1.76678238932475e-17,0.600531726408815,0.652,0.325,3.55564955851606e-13,"12","MLXIP"
"RPL274",1.85919994883645e-17,0.448537632101988,0.978,0.952,3.74163989703335e-13,"12","RPL27"
"PPP1R14B3",1.98691726961189e-17,0.539509888832126,0.818,0.478,3.99867100509393e-13,"12","PPP1R14B"
"DBN12",1.9927304348817e-17,0.486940219514999,0.348,0.126,4.01037000019942e-13,"12","DBN1"
"RPL282",2.00903385395494e-17,0.444821635600151,0.978,0.975,4.04318063108432e-13,"12","RPL28"
"ALDH3A21",2.16490223083841e-17,0.532393528980605,0.409,0.162,4.3568657395623e-13,"12","ALDH3A2"
"TUBB32",2.40083992838918e-17,0.642311862387332,0.552,0.258,4.83169035588323e-13,"12","TUBB3"
"PPARD2",2.57415057253291e-17,0.318566878901887,0.343,0.119,5.18047802722248e-13,"12","PPARD"
"GNG122",2.82088544774967e-17,0.467130697752374,0.641,0.32,5.6770319635962e-13,"12","GNG12"
"QARS2",2.98993950846706e-17,0.510300730774078,0.674,0.35,6.01725326078997e-13,"12","QARS"
"MAN2A11",3.17212416312157e-17,0.473085535964064,0.525,0.236,6.38389987828215e-13,"12","MAN2A1"
"TXNIP3",3.43289452074678e-17,0.651263380758036,0.497,0.219,6.9087002230029e-13,"12","TXNIP"
"TNS15",3.6494426382664e-17,0.303701915139402,0.425,0.163,7.34450330951112e-13,"12","TNS1"
"FAM89B5",3.77268455151932e-17,0.584768995043242,0.586,0.287,7.59252765993262e-13,"12","FAM89B"
"PPP1R13L1",3.86014126631424e-17,0.265524888928917,0.271,0.084,7.7685342984574e-13,"12","PPP1R13L"
"ZHX21",4.91631424530675e-17,0.278040462581906,0.276,0.087,9.89408241867983e-13,"12","ZHX2"
"PDCD41",5.50638243403098e-17,0.58770641543539,0.552,0.263,1.10815946484873e-12,"12","PDCD4"
"CBX34",5.96761058619031e-17,0.438453714229859,0.696,0.353,1.2009816304708e-12,"12","CBX3"
"MARCKS4",6.1379483904732e-17,0.611384518303782,0.873,0.557,1.23526211358273e-12,"12","MARCKS"
"NFKBIA5",6.37808163397178e-17,0.707015138709514,0.746,0.425,1.28358892883682e-12,"12","NFKBIA"
"WWP1",7.66538780909933e-17,0.312565440688361,0.309,0.105,1.54265929658124e-12,"12","WWP1"
"MGAT4B2",7.87470415496269e-17,0.750578272981923,0.713,0.416,1.58478421118624e-12,"12","MGAT4B"
"DUSP13",9.28301128379333e-17,0.383670998580991,0.79,0.425,1.86820602086341e-12,"12","DUSP1"
"LRRC61",9.72243045297936e-17,0.494316136171802,0.365,0.138,1.9566391286621e-12,"12","LRRC61"
"VWA14",1.05291276034096e-16,0.490262618643405,0.762,0.423,2.11898693018618e-12,"12","VWA1"
"CLDN73",1.08191393681115e-16,0.59572390805469,0.912,0.64,2.17735179783245e-12,"12","CLDN7"
"TMEM1341",1.0891778156185e-16,0.409933348086343,0.547,0.248,2.19197035393224e-12,"12","TMEM134"
"IFNGR11",1.33675350598357e-16,0.403441607068287,0.464,0.196,2.69021643079193e-12,"12","IFNGR1"
"ACAA11",1.33904989876471e-16,0.312107707341529,0.475,0.196,2.69483792126398e-12,"12","ACAA1"
"RPS122",1.47948488375629e-16,0.450119667434478,1,0.989,2.97746332855953e-12,"12","RPS12"
"PLOD13",1.60500157855602e-16,0.262843734141492,0.442,0.173,3.23006567684398e-12,"12","PLOD1"
"RPLP02",1.70534074189495e-16,0.691987332298377,0.994,0.983,3.43199824306358e-12,"12","RPLP0"
"HIF1A4",1.83363111461462e-16,0.663886758454241,0.685,0.38,3.69018261816193e-12,"12","HIF1A"
"FPGS1",2.07990223911008e-16,0.324742939663604,0.403,0.155,4.18580325620904e-12,"12","FPGS"
"YWHAZ1",2.60438841057979e-16,0.458304240229268,0.746,0.427,5.24133167629183e-12,"12","YWHAZ"
"VPS13D",2.78470222062319e-16,0.272483632608368,0.282,0.092,5.60421321900418e-12,"12","VPS13D"
"ARHGEF181",3.49771686463308e-16,0.324513536456007,0.32,0.113,7.03915519007408e-12,"12","ARHGEF18"
"XBP12",3.65337430274885e-16,0.888519187912634,0.89,0.711,7.35241578428206e-12,"12","XBP1"
"CES2",4.36511200653235e-16,0.662999632268154,0.464,0.211,8.78478791314635e-12,"12","CES2"
"MLEC1",4.50751109796719e-16,0.487021198322367,0.707,0.392,9.07136608465898e-12,"12","MLEC"
"CAMSAP3",5.17515120724892e-16,0.275718398371672,0.271,0.087,1.04149918045885e-11,"12","CAMSAP3"
"PLAU4",6.22868869308722e-16,0.656000064227467,0.326,0.118,1.2535235994838e-11,"12","PLAU"
"NBPF92",7.25653051433758e-16,0.392588047908483,0.403,0.16,1.46037676601044e-11,"12","NBPF9"
"ANKRD91",9.70788949827399e-16,0.34405267363422,0.315,0.111,1.95371276152764e-11,"12","ANKRD9"
"CDK2AP22",1.0279972304433e-15,0.51310718868637,0.685,0.375,2.06884442626714e-11,"12","CDK2AP2"
"PSD41",1.04437653987286e-15,0.331732818709883,0.304,0.105,2.10180778649412e-11,"12","PSD4"
"CLTB1",1.1092793631048e-15,0.890718259155289,0.657,0.384,2.23242471824842e-11,"12","CLTB"
"OCIAD21",1.43014051068974e-15,0.601030334086274,0.691,0.401,2.8781577777631e-11,"12","OCIAD2"
"CD594",1.53438054749611e-15,0.3994383730497,0.945,0.738,3.08794085183591e-11,"12","CD59"
"NPAS21",1.79886010883304e-15,0.305714692764121,0.37,0.143,3.6202059690265e-11,"12","NPAS2"
"AP3S11",2.02904676737445e-15,0.28996565081836,0.414,0.168,4.08345661934108e-11,"12","AP3S1"
"CRK3",2.31381740420479e-15,0.327163931774071,0.425,0.176,4.65655752596214e-11,"12","CRK"
"RAB11FIP4",2.33676700286658e-15,0.312296215312682,0.271,0.09,4.70274359326899e-11,"12","RAB11FIP4"
"RPS11",2.89767431074575e-15,0.347002246507473,0.989,0.992,5.83156955037582e-11,"12","RPS11"
"SEPN13",2.91760269134794e-15,0.419795159178012,0.591,0.289,5.87167541633772e-11,"12","SEPN1"
"LLGL22",3.34530875607769e-15,0.486942707774887,0.652,0.335,6.73243387160635e-11,"12","LLGL2"
"IL10RB",3.35254103165153e-15,0.271403263169664,0.32,0.116,6.7469888261987e-11,"12","IL10RB"
"SLC35E1",3.4563684847167e-15,0.2923459104413,0.409,0.168,6.95594157549236e-11,"12","SLC35E1"
"SYNGR21",3.62348256350218e-15,0.499421983171295,0.851,0.566,7.29225865904815e-11,"12","SYNGR2"
"ICAM13",3.78362471024591e-15,0.619887786850244,0.365,0.149,7.6145447293699e-11,"12","ICAM1"
"SNHG52",3.80054404924314e-15,0.751235928883601,0.884,0.689,7.64859489910183e-11,"12","SNHG5"
"CXCL161",3.87023497973908e-15,0.533091622351448,0.365,0.148,7.78884789672491e-11,"12","CXCL16"
"ACOX1",3.96334617581709e-15,0.253531580102607,0.359,0.136,7.9762341788319e-11,"12","ACOX1"
"P2RX42",3.97797782453744e-15,0.278292961123332,0.503,0.215,8.00568037188159e-11,"12","P2RX4"
"CDV32",4.15865536861123e-15,0.441252939760739,0.768,0.431,8.36929392933009e-11,"12","CDV3"
"TWF24",4.22077566091389e-15,0.327006580795749,0.486,0.208,8.49431101758921e-11,"12","TWF2"
"C1S3",4.70384690565329e-15,0.268149010883079,0.254,0.081,9.46649189762725e-11,"12","C1S"
"ACO11",4.92289093416891e-15,0.375205603412392,0.326,0.122,9.90731800501493e-11,"12","ACO1"
"BCKDK2",5.55407952877059e-15,0.404785285251665,0.564,0.271,1.11775850516508e-10,"12","BCKDK"
"TNFRSF12A3",5.76925357914405e-15,0.564750783196638,0.829,0.526,1.16106228280274e-10,"12","TNFRSF12A"
"PPIA5",6.18195683790708e-15,0.425595678051841,0.978,0.917,1.2441188136288e-10,"12","PPIA"
"TMEM256",6.93676882989511e-15,0.492690981190302,0.657,0.349,1.39602472701639e-10,"12","TMEM256"
"WDR45B1",7.37116973758606e-15,0.452887170185028,0.812,0.51,1.4834479096892e-10,"12","WDR45B"
"C1orf1981",7.57465769281641e-15,0.339299141950454,0.315,0.117,1.5243998606793e-10,"12","C1orf198"
"ABHD22",8.18356486038305e-15,0.64043481329941,0.575,0.298,1.64694242815209e-10,"12","ABHD2"
"DNM21",8.22098014150106e-15,0.360984866249821,0.519,0.237,1.65447225347709e-10,"12","DNM2"
"AP1M23",9.61746519163059e-15,0.392659130531019,0.586,0.285,1.93551486981566e-10,"12","AP1M2"
"PARD32",1.21445610116895e-14,0.362408570287629,0.354,0.139,2.44409290360251e-10,"12","PARD3"
"DHCR241",1.22398691086757e-14,0.270945417563961,0.293,0.104,2.46327365812099e-10,"12","DHCR24"
"RAB3D1",1.24980935294877e-14,0.307306228219148,0.365,0.142,2.5152413228094e-10,"12","RAB3D"
"DBNDD11",1.57805120956768e-14,0.319318515285725,0.343,0.131,3.17582805925496e-10,"12","DBNDD1"
"PDIA45",1.60806265127767e-14,0.352352380396027,0.696,0.384,3.23622608569631e-10,"12","PDIA4"
"SLC12A72",1.6359218424227e-14,0.524982030505641,0.508,0.232,3.29229270787568e-10,"12","SLC12A7"
"SSFA2",1.9426776185905e-14,0.334458719042754,0.343,0.131,3.90963870741337e-10,"12","SSFA2"
"TRAFD1",2.09493228022668e-14,0.265267805462336,0.354,0.136,4.2160512139562e-10,"12","TRAFD1"
"DLG3",2.09760779024296e-14,0.294552026727772,0.309,0.115,4.22143567786397e-10,"12","DLG3"
"FAM83H1",2.10495214688781e-14,0.319120113989627,0.326,0.124,4.23621619561171e-10,"12","FAM83H"
"GLUL1",2.10843250431373e-14,0.256290942332012,0.657,0.327,4.24322041493139e-10,"12","GLUL"
"HM131",2.34781118266904e-14,0.449975205137681,0.823,0.54,4.72497000512145e-10,"12","HM13"
"TKT3",2.91363408964485e-14,0.507030750511914,0.851,0.617,5.86368860541026e-10,"12","TKT"
"ELOVL13",3.01301792661948e-14,0.284091974770622,0.663,0.323,6.0636985773217e-10,"12","ELOVL1"
"SUCLG21",3.17647624949303e-14,0.284666968227348,0.414,0.173,6.39265845210472e-10,"12","SUCLG2"
"RPS6KA11",3.18321920067805e-14,0.33270777281919,0.343,0.133,6.40622864136458e-10,"12","RPS6KA1"
"C4orf3",3.23389579629652e-14,0.341030335998783,0.552,0.267,6.50821529004676e-10,"12","C4orf3"
"PDGFB1",3.33148343140208e-14,0.678707938971037,0.26,0.092,6.70461040569669e-10,"12","PDGFB"
"RNF1813",3.35200156796233e-14,0.361820098964117,0.663,0.343,6.74590315552419e-10,"12","RNF181"
"CORO1B1",3.35730792713074e-14,0.425784185106294,0.663,0.35,6.75658220335061e-10,"12","CORO1B"
"PHGDH2",3.8840963499141e-14,0.266645156309659,0.254,0.086,7.81674390420213e-10,"12","PHGDH"
"WIPF2",4.58256208511772e-14,0.463774140110109,0.558,0.284,9.22240619629942e-10,"12","WIPF2"
"RAB9A1",4.97364973266545e-14,0.273816769828273,0.365,0.146,1.00094700869892e-09,"12","RAB9A"
"INPPL12",5.0334114881866e-14,0.337223019276099,0.431,0.187,1.01297406199755e-09,"12","INPPL1"
"FURIN2",5.91887077890681e-14,0.525585284522729,0.702,0.413,1.191172744255e-09,"12","FURIN"
"TMEM8A2",6.26990128889637e-14,0.362532712802959,0.575,0.288,1.26181763439039e-09,"12","TMEM8A"
"CTNND12",6.76522219301886e-14,0.445018390184922,0.751,0.434,1.36150096634505e-09,"12","CTNND1"
"PLAUR3",8.13857904954659e-14,0.301122897415491,0.392,0.163,1.63788903372125e-09,"12","PLAUR"
"IFRD1",8.28994569859043e-14,0.34084596230957,0.42,0.18,1.66835157184132e-09,"12","IFRD1"
"OXA1L1",8.81713464060707e-14,0.392711671198093,0.53,0.252,1.77444834642217e-09,"12","OXA1L"
"RNF44",9.49016941159694e-14,0.32183447128903,0.298,0.113,1.90989659408388e-09,"12","RNF44"
"CARM12",9.71062296140512e-14,0.324370404392053,0.442,0.193,1.95426287098278e-09,"12","CARM1"
"MAFF4",1.17319905764551e-13,0.258689130132121,0.425,0.179,2.36106310351159e-09,"12","MAFF"
"S100A101",1.36845844626629e-13,0.628366539516527,0.635,0.354,2.75402262311092e-09,"12","S100A10"
"EPN11",1.48527062972353e-13,0.357436511155915,0.591,0.297,2.9891071423186e-09,"12","EPN1"
"BNIP32",1.55246158427209e-13,0.619411212765405,0.779,0.5,3.12432893834758e-09,"12","BNIP3"
"RPS52",2.04210529065812e-13,0.474942978846954,0.972,0.964,4.10973689744947e-09,"12","RPS5"
"IGBP12",2.06268179355734e-13,0.366771782241246,0.597,0.299,4.15114710953415e-09,"12","IGBP1"
"HBP14",2.30329678718205e-13,0.25292643075866,0.387,0.162,4.63538478420387e-09,"12","HBP1"
"COMTD12",2.30356597899675e-13,0.348773770405805,0.519,0.249,4.63592653273095e-09,"12","COMTD1"
"PPP1CA3",2.44134452550041e-13,0.399265843773675,0.724,0.421,4.91320585756957e-09,"12","PPP1CA"
"PFKL3",3.39252244935267e-13,0.29958261830471,0.525,0.249,6.82745142932225e-09,"12","PFKL"
"EGLN11",3.49423421012111e-13,0.299662779228558,0.343,0.137,7.03214634786873e-09,"12","EGLN1"
"NHSL21",4.10614512011634e-13,0.307690312849562,0.475,0.22,8.26361705423414e-09,"12","NHSL2"
"TCF7L2",4.65812687466199e-13,0.33031098536073,0.271,0.101,9.37448033525726e-09,"12","TCF7L2"
"DNPH13",5.5605533269328e-13,0.360381169964892,0.53,0.266,1.11906135704523e-08,"12","DNPH1"
"CAPN22",6.95653040694702e-13,0.356578387614443,0.669,0.351,1.40000174439809e-08,"12","CAPN2"
"RPL141",7.13304302844784e-13,0.571315251304409,0.989,0.973,1.43552490947513e-08,"12","RPL14"
"TMEM256.PLSCR33",7.45781026748081e-13,0.300254311143326,0.354,0.148,1.50088431633051e-08,"12","TMEM256.PLSCR3"
"TPI15",7.85605322820245e-13,0.438768290739036,0.978,0.811,1.58103071217574e-08,"12","TPI1"
"FAM114A11",7.96881599941969e-13,0.255863522273673,0.459,0.204,1.60372421988321e-08,"12","FAM114A1"
"SLC25A391",8.03521262819489e-13,0.527570276326254,0.884,0.643,1.61708654142422e-08,"12","SLC25A39"
"KIFC32",8.22447897649097e-13,0.322397548429769,0.492,0.238,1.65517639401881e-08,"12","KIFC3"
"CCDC61",1.01267271085543e-12,0.319448721138017,0.42,0.185,2.03800383059655e-08,"12","CCDC6"
"MRPL231",1.02203480511403e-12,0.292251313732502,0.508,0.237,2.05684504529198e-08,"12","MRPL23"
"FKBP112",1.10025488268865e-12,0.292934028249718,0.564,0.281,2.2142629514109e-08,"12","FKBP11"
"NR2F6",1.11114586936818e-12,0.358225976230648,0.486,0.229,2.23618106210346e-08,"12","NR2F6"
"ITPR33",1.16339457858346e-12,0.316663871427857,0.514,0.25,2.3413315893992e-08,"12","ITPR3"
"MYO61",1.17453200096376e-12,0.368655996822015,0.459,0.208,2.36374565193956e-08,"12","MYO6"
"DSG22",1.57082385068959e-12,0.262963588670268,0.486,0.226,3.1612829995128e-08,"12","DSG2"
"GADD45A2",1.75830670714935e-12,0.46659540129265,0.525,0.268,3.53859224813806e-08,"12","GADD45A"
"EIF3L1",1.86605084231302e-12,0.462509765574135,0.807,0.548,3.75542732015496e-08,"12","EIF3L"
"MBOAT71",1.88128411655236e-12,0.410815674186278,0.613,0.337,3.78608428456163e-08,"12","MBOAT7"
"RPS283",1.94773952189168e-12,0.279419070984283,1,0.991,3.91982578780701e-08,"12","RPS28"
"PTTG1IP3",2.22826244310773e-12,0.395144577189729,0.84,0.533,4.48437816675431e-08,"12","PTTG1IP"
"STAU11",2.4131412277912e-12,0.34002387507972,0.674,0.364,4.85644672092979e-08,"12","STAU1"
"RPS27L",2.59209010252769e-12,0.404339028487492,0.657,0.375,5.21658133133698e-08,"12","RPS27L"
"PSMB82",2.93786863134811e-12,0.277256415789281,0.514,0.243,5.91246062058808e-08,"12","PSMB8"
"NFIC3",3.01016816067361e-12,0.534838740141793,0.878,0.614,6.05796342335564e-08,"12","NFIC"
"TM7SF31",3.01541615431709e-12,0.287705819723622,0.414,0.184,6.06852501056315e-08,"12","TM7SF3"
"UGDH1",3.08721997053446e-12,0.400650142786124,0.691,0.42,6.2130301907006e-08,"12","UGDH"
"NFKB13",4.06212109102768e-12,0.257514843740911,0.508,0.247,8.1750186956932e-08,"12","NFKB1"
"TSPAN16",5.2079540930239e-12,0.283619370864899,0.414,0.19,1.04810076122106e-07,"12","TSPAN1"
"ARFGAP3",5.42782334323636e-12,0.33999959618802,0.641,0.342,1.09234944782632e-07,"12","ARFGAP3"
"HADHA1",5.51783706200135e-12,0.40485432718481,0.751,0.478,1.11046470872777e-07,"12","HADHA"
"ADD12",5.61298295698125e-12,0.373529036908278,0.646,0.349,1.12961282009248e-07,"12","ADD1"
"UBALD24",6.48418384404131e-12,0.318371571788126,0.608,0.322,1.30494199861331e-07,"12","UBALD2"
"TJP22",6.96133206768536e-12,0.261955319951517,0.47,0.217,1.40096807862168e-07,"12","TJP2"
"FAM45A",7.05462533854612e-12,0.278577359339996,0.309,0.127,1.41974334938241e-07,"12","FAM45A"
"METTL17",9.66837770120986e-12,0.323328646866318,0.315,0.129,1.94576101236848e-07,"12","METTL17"
"EDF12",1.02347270836421e-11,0.365619842178525,0.95,0.783,2.05973882558298e-07,"12","EDF1"
"SPCS31",1.042132178858e-11,0.33484628723257,0.641,0.342,2.09729100995173e-07,"12","SPCS3"
"MEX3D3",1.12262719503506e-11,0.309985568454818,0.343,0.146,2.25928723000807e-07,"12","MEX3D"
"BEND71",1.15165174327225e-11,0.269447003826656,0.32,0.132,2.3176991333354e-07,"12","BEND7"
"ZNF5035",1.25824326511378e-11,0.323466586189652,0.354,0.156,2.53221457104148e-07,"12","ZNF503"
"G0S24",1.5505086949278e-11,1.83910210797815,0.315,0.145,3.12039874854221e-07,"12","G0S2"
"EZR3",1.76593666897415e-11,0.305584565549555,0.685,0.39,3.55394754631047e-07,"12","EZR"
"TRIP102",1.93653089677781e-11,0.351235050687182,0.381,0.174,3.89726842976534e-07,"12","TRIP10"
"POLR1D1",1.98951905093392e-11,0.331772583480542,0.735,0.413,4.00390709000452e-07,"12","POLR1D"
"RPS141",2.1487046851289e-11,0.323754774487925,0.978,0.985,4.32426817882191e-07,"12","RPS14"
"SMURF11",2.22394985237182e-11,0.278596919975484,0.282,0.113,4.47569907789829e-07,"12","SMURF1"
"NPEPPS1",2.27141719473675e-11,0.300541896261822,0.486,0.23,4.57122710440771e-07,"12","NPEPPS"
"ETFB1",2.65905596924808e-11,0.288688159329796,0.669,0.369,5.35135013811176e-07,"12","ETFB"
"CCNL11",3.12708024685139e-11,0.278757115425217,0.464,0.224,6.29324899678842e-07,"12","CCNL1"
"SEMA4B2",3.1778726413886e-11,0.296408905093128,0.635,0.349,6.39546869079456e-07,"12","SEMA4B"
"SERPINB61",3.22438516276176e-11,0.312817514500461,0.735,0.418,6.48907514005804e-07,"12","SERPINB6"
"ZFP36L22",4.64962672889661e-11,0.500588826219089,0.376,0.179,9.35737379190442e-07,"12","ZFP36L2"
"HID11",4.67996768004203e-11,0.36399362188464,0.541,0.281,9.41843495608458e-07,"12","HID1"
"PRSS222",4.842599884891e-11,0.436473532062721,0.436,0.216,9.74573226834313e-07,"12","PRSS22"
"TM7SF2",5.67953179499807e-11,0.278149407783751,0.287,0.117,1.14300577374336e-06,"12","TM7SF2"
"PAFAH1B32",5.86914487086767e-11,0.314797647611567,0.492,0.25,1.18116540526212e-06,"12","PAFAH1B3"
"NEAT13",6.07261459274663e-11,0.354994953126728,0.702,0.382,1.22211368679026e-06,"12","NEAT1"
"TMEM132A5",6.19858251372501e-11,0.337111898990531,0.42,0.192,1.24746473088716e-06,"12","TMEM132A"
"PPP1CB2",6.37077257652971e-11,0.562886586663937,0.779,0.523,1.2821179810266e-06,"12","PPP1CB"
"VMP15",6.82516352855862e-11,0.278893722261817,0.785,0.487,1.37356416012242e-06,"12","VMP1"
"SMAP1",7.17668926791459e-11,0.289109483691796,0.575,0.3,1.44430871516781e-06,"12","SMAP1"
"TSPAN34",8.2977463858727e-11,0.385040131043793,0.901,0.735,1.66992146015688e-06,"12","TSPAN3"
"PSMB101",9.00461826206429e-11,0.309069651964355,0.497,0.258,1.81217942524044e-06,"12","PSMB10"
"PIM32",9.98130688301292e-11,0.37045964162998,0.68,0.415,2.00873801020635e-06,"12","PIM3"
"LAMTOR21",1.00551495162861e-10,0.291624136294033,0.718,0.431,2.02359884015257e-06,"12","LAMTOR2"
"SMARCC11",1.05078261756725e-10,0.272870690280562,0.392,0.18,2.11470001785409e-06,"12","SMARCC1"
"RELA2",1.06828025188359e-10,0.308553258208415,0.486,0.243,2.14991400691573e-06,"12","RELA"
"LPP2",1.19568538628004e-10,0.266036286050081,0.558,0.293,2.40631683988858e-06,"12","LPP"
"SMTN3",1.23235014084258e-10,0.336928031408571,0.254,0.103,2.48010465844569e-06,"12","SMTN"
"RDX1",1.23363131637241e-10,0.440649397972017,0.619,0.369,2.48268302419947e-06,"12","RDX"
"SFT2D13",1.26055567349075e-10,0.307370162333644,0.464,0.23,2.53686829290014e-06,"12","SFT2D1"
"TXNDC17",1.42567022390098e-10,0.320746807034117,0.619,0.348,2.86916132560071e-06,"12","TXNDC17"
"DAXX",1.46897012345676e-10,0.337333072389297,0.354,0.164,2.95630237345673e-06,"12","DAXX"
"ADM4",1.51833659816901e-10,0.31217666515795,0.514,0.27,3.05565240381514e-06,"12","ADM"
"H1F02",1.72904109201025e-10,0.335625631346576,0.713,0.426,3.47969519767063e-06,"12","H1F0"
"RBPJ2",1.93119307593925e-10,0.286931358822895,0.47,0.234,3.88652606532773e-06,"12","RBPJ"
"ZFYVE211",1.99274281619787e-10,0.261963703972462,0.359,0.163,4.01039491759821e-06,"12","ZFYVE21"
"ORMDL3",2.00940796196039e-10,0.353333094003071,0.492,0.263,4.04393352344528e-06,"12","ORMDL3"
"TMEM2453",2.03326985074886e-10,0.284060248506666,0.575,0.305,4.09195557463207e-06,"12","TMEM245"
"CHMP2B1",2.42642959659287e-10,0.253585436808189,0.486,0.242,4.88318956314316e-06,"12","CHMP2B"
"FAM162A4",2.43789314940712e-10,0.41768432425427,0.657,0.407,4.90625996318182e-06,"12","FAM162A"
"CYB561A31",2.78802427773056e-10,0.255209531555761,0.32,0.142,5.61089885893276e-06,"12","CYB561A3"
"PSME13",2.85548174662726e-10,0.252076613627436,0.823,0.514,5.74665701508736e-06,"12","PSME1"
"MAST41",2.89183635815627e-10,0.415779803719918,0.431,0.215,5.81982067078949e-06,"12","MAST4"
"KDM5B2",2.95852821602683e-10,0.262849736116947,0.337,0.151,5.954038034754e-06,"12","KDM5B"
"SLC25A54",3.08376317527365e-10,0.378616406128619,0.867,0.649,6.20607339023822e-06,"12","SLC25A5"
"WDR13",3.10540869652762e-10,0.39225961025566,0.503,0.271,6.24963500176183e-06,"12","WDR13"
"CAPN11",3.33370922089796e-10,0.32880325842902,0.685,0.411,6.70908980705715e-06,"12","CAPN1"
"HES14",3.38923976844289e-10,0.407648826770717,0.508,0.274,6.82084503399131e-06,"12","HES1"
"GAS51",3.82187706191819e-10,0.702333735821059,0.834,0.612,7.69152758711036e-06,"12","GAS5"
"ECH12",3.91850093903235e-10,0.335197818395525,0.74,0.463,7.88598313980261e-06,"12","ECH1"
"PLEKHH3",3.95464794450181e-10,0.252225499694196,0.276,0.114,7.95872898830988e-06,"12","PLEKHH3"
"DSP5",4.28472129681321e-10,0.354003898126704,0.84,0.549,8.62300160983659e-06,"12","DSP"
"GPBP1L1",4.33476610915152e-10,0.309445684075666,0.486,0.255,8.72371679466744e-06,"12","GPBP1L1"
"GRN4",4.38315970257064e-10,0.441325628978156,0.923,0.718,8.82110890142341e-06,"12","GRN"
"UBC3",4.82041396936075e-10,0.394362267501604,0.978,0.951,9.7010831133385e-06,"12","UBC"
"RPL27A1",4.89368015807498e-10,0.368870743035906,0.994,0.99,9.84853131812589e-06,"12","RPL27A"
"PVRL22",5.67337495012342e-10,0.340069447388258,0.652,0.392,1.14176670871234e-05,"12","PVRL2"
"PDLIM13",5.67339082278312e-10,0.385522225665039,0.657,0.396,1.1417699030851e-05,"12","PDLIM1"
"RPL73",5.8271803312093e-10,0.409993056100922,0.983,0.962,1.17272004165587e-05,"12","RPL7"
"RAB134",5.99161641332909e-10,0.281515025238876,0.79,0.538,1.20581280318248e-05,"12","RAB13"
"SPTAN11",7.34063905875233e-10,0.461306596226441,0.53,0.281,1.47730361057391e-05,"12","SPTAN1"
"RPS182",8.11449083449935e-10,0.335928902378254,0.989,0.986,1.63304128044299e-05,"12","RPS18"
"PRKCSH1",8.16729558800369e-10,0.300999797925039,0.735,0.455,1.64366823708574e-05,"12","PRKCSH"
"DIAPH11",8.23855916518029e-10,0.33906507627629,0.641,0.365,1.65801003199253e-05,"12","DIAPH1"
"EBP1",9.16155770984837e-10,0.277686439140116,0.326,0.147,1.84376348910698e-05,"12","EBP"
"RPS81",1.03236465879706e-09,0.420432393265809,1,0.992,2.07763387582909e-05,"12","RPS8"
"ARPC1A1",1.07028631830691e-09,0.411197112584487,0.768,0.497,2.15395121559266e-05,"12","ARPC1A"
"EEF1B22",1.12218166063287e-09,0.417450889460159,0.978,0.88,2.25839059202366e-05,"12","EEF1B2"
"EIF3M2",1.41957803755748e-09,0.279693368818367,0.552,0.3,2.85690080058442e-05,"12","EIF3M"
"FOXP12",1.45219219895803e-09,0.264200358300914,0.63,0.353,2.92253680040304e-05,"12","FOXP1"
"RPSA1",1.52077873163264e-09,0.582997475158935,0.983,0.97,3.06056719741069e-05,"12","RPSA"
"ATP13A21",1.58061284911916e-09,0.330657556741672,0.365,0.175,3.1809833588523e-05,"12","ATP13A2"
