"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PTMA5",1.62803093603477e-09,0.373384918938581,0.978,0.932,3.27641225876997e-05,"12","PTMA"
"ZYX4",1.72663198687417e-09,0.336823678935492,0.558,0.309,3.47484687358427e-05,"12","ZYX"
"CAB391",3.28023887757112e-09,0.254213858782507,0.425,0.216,6.60148074111187e-05,"12","CAB39"
"ERGIC31",3.31470377685903e-09,0.330384402846876,0.807,0.558,6.67084135092879e-05,"12","ERGIC3"
"ARPC1B4",4.07480532025002e-09,0.33360050620953,0.829,0.577,8.20054570700316e-05,"12","ARPC1B"
"EIF2S32",4.64626738019531e-09,0.264368614869137,0.42,0.217,9.35061310264306e-05,"12","EIF2S3"
"BTF35",4.86881540911234e-09,0.356447482726564,0.934,0.802,9.79849101083859e-05,"12","BTF3"
"RPL22L12",5.7455880042463e-09,0.301665839447845,0.448,0.238,0.000115629958585457,"12","RPL22L1"
"CERS22",5.84521121305361e-09,0.395032850615018,0.713,0.463,0.000117634875662704,"12","CERS2"
"IFNGR22",6.5838689092274e-09,0.274212435591318,0.547,0.304,0.000132500361798202,"12","IFNGR2"
"DDT",6.59268321501519e-09,0.368275325066967,0.718,0.466,0.000132677749702181,"12","DDT"
"RPLP13",7.11583185663403e-09,0.306135447685212,0.994,0.991,0.00014320611611476,"12","RPLP1"
"RALY2",7.44787752464757e-09,0.285264860367718,0.613,0.352,0.000149888535183532,"12","RALY"
"ARL6IP11",8.01572270509928e-09,0.324492660728619,0.718,0.468,0.000161316419440123,"12","ARL6IP1"
"PNPLA21",8.77650666934969e-09,0.272108521398096,0.519,0.279,0.000176627196720662,"12","PNPLA2"
"ZNF7871",9.02724652333357e-09,0.314810586085139,0.409,0.209,0.000181673336282088,"12","ZNF787"
"ZBTB203",9.58639521398536e-09,0.5239364894738,0.481,0.264,0.000192926203681455,"12","ZBTB20"
"MACF12",1.0443947868036e-08,0.319473438062925,0.558,0.323,0.000210184450844225,"12","MACF1"
"TSTD16",1.20807396690697e-08,0.304830811940646,0.735,0.454,0.000243124885840027,"12","TSTD1"
"COMT2",1.21816623556462e-08,0.281524767755454,0.624,0.364,0.00024515595490738,"12","COMT"
"ATF44",1.4824435204999e-08,0.302484119876285,0.873,0.613,0.000298341758500604,"12","ATF4"
"KTN12",1.97183002457495e-08,0.353496382235243,0.79,0.551,0.000396830792445709,"12","KTN1"
"RPL131",2.5284519639208e-08,0.312389185313372,1,0.995,0.000508850957739062,"12","RPL13"
"H3F3B3",2.66733980485537e-08,0.295787361868628,0.978,0.937,0.000536802135727144,"12","H3F3B"
"HGS2",2.6854055634286e-08,0.266486077816677,0.481,0.257,0.000540437869640005,"12","HGS"
"ITGAV2",2.83077576993932e-08,0.3374504549016,0.53,0.306,0.000569693623700287,"12","ITGAV"
"TXNRD13",2.91380094858039e-08,0.289396488415199,0.453,0.246,0.000586402440901804,"12","TXNRD1"
"PGK15",3.23960253536951e-08,0.422801541132076,0.829,0.608,0.000651970010243114,"12","PGK1"
"CAMTA1",3.40357272187855e-08,0.262257133341506,0.564,0.326,0.000684969010278059,"12","CAMTA1"
"MAP43",3.58573547169971e-08,0.273027272116812,0.552,0.306,0.000721629263679567,"12","MAP4"
"NDUFS81",4.07983444097716e-08,0.255194378110261,0.602,0.357,0.000821066681246654,"12","NDUFS8"
"TMEM87A2",4.23336621220912e-08,0.279720453529601,0.503,0.283,0.000851964950207086,"12","TMEM87A"
"RPL36A3",4.50353479136997e-08,0.272519626621615,0.978,0.954,0.000906336376763207,"12","RPL36A"
"TAF10",5.30073360921192e-08,0.281562946992647,0.729,0.474,0.0010667726388539,"12","TAF10"
"RPL111",5.51498798697005e-08,0.289157826439253,0.994,0.988,0.00110989133237772,"12","RPL11"
"RAB5B2",8.82155099101205e-08,0.254394804532813,0.508,0.291,0.00177533713694117,"12","RAB5B"
"TMED21",8.82879395856211e-08,0.313290364397146,0.862,0.69,0.00177679478416063,"12","TMED2"
"IGF2R4",9.06948032161689e-08,0.277802188534478,0.448,0.245,0.0018252329147254,"12","IGF2R"
"SUN22",1.17792946048464e-07,0.303295005776256,0.53,0.319,0.00237058303922534,"12","SUN2"
"SH3BGRL34",1.19499685110015e-07,0.481493017939338,0.834,0.627,0.00240493116283905,"12","SH3BGRL3"
"LMAN2",1.38588381209125e-07,0.299185471961386,0.812,0.576,0.00278909117183363,"12","LMAN2"
"FDFT11",1.46290019152735e-07,0.377319682305809,0.669,0.417,0.00294408663544879,"12","FDFT1"
"SNRNP701",2.27177944157116e-07,0.263435431167622,0.619,0.391,0.00457195612616196,"12","SNRNP70"
"VAPA",3.02673304037644e-07,0.258949808857483,0.762,0.538,0.00609130024375759,"12","VAPA"
"SLC39A144",3.19854821287352e-07,0.440545355864594,0.702,0.449,0.00643707827840796,"12","SLC39A14"
"S100A62",3.27063045272791e-07,0.884525712925659,0.812,0.717,0.00658214378611492,"12","S100A6"
"ATP5C11",3.51451375334751e-07,0.254045869059516,0.669,0.422,0.00707295892861186,"12","ATP5C1"
"CTSA3",4.95773507006821e-07,0.29969455247124,0.663,0.44,0.00997744182851228,"12","CTSA"
"MTDH3",5.22026977911689e-07,0.279039843842649,0.718,0.478,0.0105057929304728,"12","MTDH"
"AK31",5.70459076056989e-07,0.263389514336276,0.608,0.367,0.0114804889056469,"12","AK3"
"ATP1A11",6.05148063607041e-07,0.264477939649844,0.895,0.749,0.0121786047800917,"12","ATP1A1"
"RPS15A2",6.34776603986144e-07,0.256387564963668,0.983,0.967,0.0127748791552211,"12","RPS15A"
"DYNC1LI21",6.47188191779042e-07,0.317176161874056,0.602,0.365,0.0130246623595532,"12","DYNC1LI2"
"RPL181",7.2659582328805e-07,0.333535642926332,0.994,0.979,0.014622740943672,"12","RPL18"
"B4GALT51",7.3838461455795e-07,0.271481024842041,0.354,0.191,0.0148599903679787,"12","B4GALT5"
"USP223",7.52950473711031e-07,0.27583662762438,0.74,0.487,0.0151531282834345,"12","USP22"
"EIF61",8.06325048571171e-07,0.257033995357743,0.586,0.362,0.0162272916024948,"12","EIF6"
"TM9SF3",8.4649824196805e-07,0.274145463766259,0.724,0.489,0.017035777119607,"12","TM9SF3"
"RPS164",9.11029466909079e-07,0.264486715241023,0.972,0.98,0.0183344680215452,"12","RPS16"
"EIF3F1",1.12165000461697e-06,0.287860249445118,0.613,0.386,0.0225732063429166,"12","EIF3F"
"BCL2L12",1.13296393567666e-06,0.295875247475612,0.685,0.45,0.0228008992054928,"12","BCL2L1"
"ALDOA3",1.33279733035604e-06,0.254357113410611,0.845,0.602,0.0268225462734154,"12","ALDOA"
"RPL7A1",1.46248650258262e-06,0.269739209136649,1,0.994,0.0294325408644753,"12","RPL7A"
"WSB15",1.51977656844506e-06,0.275247348257874,0.79,0.535,0.0305855034399568,"12","WSB1"
"EIF3D1",1.61845956678765e-06,0.304517176003335,0.718,0.495,0.0325714987816015,"12","EIF3D"
"CALR4",1.92047573028261e-06,0.29584155661212,0.945,0.854,0.0386495740719376,"12","CALR"
"RPL261",2.85344352307517e-06,0.342422683551089,0.989,0.979,0.0574255509018878,"12","RPL26"
"TBPL21",4.9413437938296e-06,0.259603394788147,0.42,0.256,0.0994445438508207,"12","TBPL2"
"RBP14",6.94301538983808e-06,0.429145408844495,0.608,0.416,0.139728184720491,"12","RBP1"
"HLA.C3",7.19088871693332e-06,0.402280619464894,0.961,0.871,0.144716635428283,"12","HLA.C"
"MIF1",7.90635488215911e-06,0.266671282386419,0.994,0.969,0.159115392003452,"12","MIF"
"RPS211",1.05672045096922e-05,0.289345069998754,0.956,0.906,0.212664990757555,"12","RPS21"
"H3F3A4",1.62213518888315e-05,0.261786816302036,0.983,0.959,0.326454706762734,"12","H3F3A"
"SMIM242",2.7318411460669e-05,0.528823386480995,0.304,0.175,0.549783030645964,"12","SMIM24"
"HNRNPA15",5.06905384158228e-05,0.311343361544612,0.912,0.801,1,"12","HNRNPA1"
"RPS31",0.000101837706747671,0.385241226041903,0.989,0.985,1,"12","RPS3"
"DYNLL14",0.000133383475034456,0.260263376444022,0.862,0.727,1,"12","DYNLL1"
"BRD34",0.000203265616658119,0.266172437663296,0.37,0.225,1,"12","BRD3"
"RPS22",0.000393452203833531,0.354443261267221,1,0.993,1,"12","RPS2"
"FUNDC21",0.000807933942270224,0.307164699811563,0.613,0.447,1,"12","FUNDC2"
"PLOD24",0.00307852961272127,0.483216410317194,0.569,0.438,1,"12","PLOD2"
"TRIB31",1.83428101395852e-108,2.60137416490385,0.845,0.15,3.69149054059152e-104,"13","TRIB3"
"HRK",6.05189200799012e-101,1.03457813679279,0.273,0.013,1.21794326660801e-96,"13","HRK"
"DDIT3",3.09639252845274e-93,3.29119531764969,0.927,0.242,6.23148996351114e-89,"13","DDIT3"
"XPOT1",5.32232330559952e-71,1.60303991835182,0.691,0.14,1.0711175652519e-66,"13","XPOT"
"HERPUD12",4.02558452564656e-70,3.58770052982389,0.955,0.441,8.10148885786369e-66,"13","HERPUD1"
"ARG24",1.53280863097416e-63,1.79074550113403,0.755,0.18,3.08477736983549e-59,"13","ARG2"
"CEBPG1",1.83390906125552e-56,1.60313044778411,0.727,0.19,3.69074198577674e-52,"13","CEBPG"
"RAB39B",6.86131432187374e-54,1.13037356534694,0.427,0.064,1.38083950727709e-49,"13","RAB39B"
"SUCO1",1.5218255371331e-50,1.83279582879743,0.736,0.207,3.06267389348037e-46,"13","SUCO"
"FICD",3.37797835388151e-49,1.32001461403459,0.564,0.122,6.79818143718653e-45,"13","FICD"
"PTGS21",3.73882968880423e-48,1.69915463447587,0.418,0.065,7.52439474871852e-44,"13","PTGS2"
"ZFAND2A",2.22869984564508e-47,1.52569265132958,0.664,0.181,4.48525843936072e-43,"13","ZFAND2A"
"LNP1",1.39159653053026e-45,0.836809116747393,0.336,0.046,2.80058801769215e-41,"13","LNP1"
"HSPA54",5.90814503817299e-44,4.04564809996303,0.955,0.755,1.18901418893231e-39,"13","HSPA5"
"TSPYL22",3.53860298014225e-42,1.72163025401122,0.791,0.297,7.12143849753628e-38,"13","TSPYL2"
"DNAJB92",9.07906526853642e-42,2.12817975946067,0.827,0.4,1.82716188529295e-37,"13","DNAJB9"
"SEL1L",1.1233627053404e-41,1.0176356524785,0.536,0.123,2.26076744449756e-37,"13","SEL1L"
"SETX1",3.75654316471659e-40,2.25055857743835,0.555,0.137,7.56004311899213e-36,"13","SETX"
"GNA13",2.43657595472592e-39,1.00650644694257,0.445,0.089,4.90360910888591e-35,"13","GNA13"
"ESRP1",1.39093590376827e-38,1.19202584882153,0.509,0.121,2.79925850633364e-34,"13","ESRP1"
"WDR252",3.4652258461082e-38,1.00154105364489,0.536,0.126,6.97376701529275e-34,"13","WDR25"
"EIF13",3.57553154278689e-38,1.06139641583232,1,0.981,7.19575722985862e-34,"13","EIF1"
"CAMTA21",6.91319460611165e-38,1.50135303313058,0.609,0.179,1.39128041447997e-33,"13","CAMTA2"
"RPL310",6.94976226053134e-38,1.02631729908285,1,0.994,1.39863965493193e-33,"13","RPL3"
"DNAJC124",7.6387389743272e-38,1.38006187329122,0.918,0.433,1.53729621858335e-33,"13","DNAJC12"
"CDKN1B",2.77066637408991e-36,1.24623658632254,0.564,0.155,5.57596607785594e-32,"13","CDKN1B"
"TIMM17A2",5.32476138901671e-36,1.27742128426082,0.645,0.211,1.07160822953961e-31,"13","TIMM17A"
"HSPA132",1.61292161402557e-35,1.14607166092209,0.636,0.187,3.24600474822645e-31,"13","HSPA13"
"SELK2",3.25018859392881e-35,1.40474159583614,0.909,0.569,6.54100454528172e-31,"13","SELK"
"RTCA",8.90798863072655e-35,1.11683434496557,0.464,0.111,1.79273271193372e-30,"13","RTCA"
"CDR21",1.1080254549194e-34,1.18072507105013,0.527,0.136,2.2299012280253e-30,"13","CDR2"
"C1orf432",2.66823791609067e-34,1.24488714981386,0.955,0.646,5.36982880613247e-30,"13","C1orf43"
"PPM1E",2.71783932025808e-34,0.631048627778085,0.282,0.041,5.46965163201939e-30,"13","PPM1E"
"INS3",2.71793277120855e-34,1.68185238919354,1,0.917,5.46983970205721e-30,"13","INS"
"SYT43",5.06084711199299e-34,1.276005148748,0.745,0.273,1.01849548128859e-29,"13","SYT4"
"ARPP192",1.12885632663631e-33,1.31769040236726,0.909,0.536,2.27182335735558e-29,"13","ARPP19"
"CPEB41",4.55525039522029e-33,1.48782765774474,0.709,0.264,9.16744142038083e-29,"13","CPEB4"
"SLC3A21",4.3049540177498e-32,1.36107599731031,0.945,0.587,8.66371996072148e-28,"13","SLC3A2"
"GARS2",6.01944759546891e-32,1.46715054861928,0.773,0.358,1.21141382858812e-27,"13","GARS"
"PITHD12",6.25136629304247e-32,1.07174370926549,0.691,0.243,1.2580874664748e-27,"13","PITHD1"
"PPP1R15A5",3.73554875539605e-31,1.69943945975594,0.809,0.391,7.51779187023456e-27,"13","PPP1R15A"
"CEBPB3",6.10110854558147e-31,0.85147853429745,0.727,0.249,1.22784809479827e-26,"13","CEBPB"
"CANX2",6.75636649112758e-31,1.34953177486207,0.927,0.666,1.35971875633943e-26,"13","CANX"
"PKIB4",3.49639484059726e-30,1.15859044506514,0.564,0.169,7.03649461670199e-26,"13","PKIB"
"NUS1",5.0236277210369e-30,1.2694232449832,0.545,0.175,1.01100507885868e-25,"13","NUS1"
"DERL2",1.67484877930444e-29,1.15351348009773,0.618,0.219,3.37063316835018e-25,"13","DERL2"
"HSP90B13",2.89442755695209e-29,2.39192360514746,0.927,0.742,5.82503545836608e-25,"13","HSP90B1"
"GCC1",4.89678419820911e-29,0.774611370918362,0.355,0.073,9.85477819889583e-25,"13","GCC1"
"MANF3",6.94425684657722e-29,2.00921625013104,0.773,0.458,1.39753169037366e-24,"13","MANF"
"SNHG83",7.45787401864342e-29,1.30788512551755,0.918,0.664,1.50089714625199e-24,"13","SNHG8"
"MIS12",3.05048059228969e-28,0.690420758630865,0.318,0.062,6.139092191983e-24,"13","MIS12"
"GOLPH3L",6.69509236532363e-28,0.908165326927377,0.5,0.147,1.34738733852138e-23,"13","GOLPH3L"
"IBTK",1.0199548107164e-27,0.993064959830274,0.545,0.173,2.05265905656676e-23,"13","IBTK"
"MTHFD22",1.51689589061371e-27,1.15305379633524,0.518,0.161,3.0527529798601e-23,"13","MTHFD2"
"GFPT12",1.77375642272286e-27,1.3942876505466,0.782,0.423,3.56968480072976e-23,"13","GFPT1"
"AMZ22",1.91511584398476e-27,1.12083361057608,0.564,0.187,3.85417063601933e-23,"13","AMZ2"
"DNAJB114",2.66146905783945e-27,1.1675371324222,0.636,0.253,5.35620647890189e-23,"13","DNAJB11"
"WARS2",5.66425241816449e-27,1.03496910398263,0.7,0.294,1.1399307991556e-22,"13","WARS"
"SNHG193",5.85741454549203e-27,1.0943329050679,0.736,0.324,1.17880467728027e-22,"13","SNHG19"
"CDK2AP23",1.26292666568797e-26,1.34964631135586,0.745,0.377,2.54163991469704e-22,"13","CDK2AP2"
"TCEA1",1.47618026618775e-26,1.10834572153418,0.764,0.336,2.97081278570284e-22,"13","TCEA1"
"RPS3A2",4.78458890428109e-26,0.717300622040819,1,0.981,9.6289851698657e-22,"13","RPS3A"
"NPR2",5.00250257021567e-26,0.691043405334771,0.255,0.043,1.0067536422559e-21,"13","NPR2"
"TIMM9",5.27032975071973e-26,0.810976990440385,0.455,0.127,1.06065386233235e-21,"13","TIMM9"
"MEIS24",7.43118251409587e-26,1.2516779057378,0.691,0.295,1.49552548096179e-21,"13","MEIS2"
"LURAP1L1",7.51306507418174e-26,1.21082091764684,0.455,0.128,1.51200434617907e-21,"13","LURAP1L"
"TBC1D151",7.54269475028818e-26,0.992217548641628,0.445,0.127,1.5179673184955e-21,"13","TBC1D15"
"SESN22",1.27877581643068e-25,1.01800196512886,0.664,0.246,2.57353633056674e-21,"13","SESN2"
"AARS",1.628982357593e-25,1.22121656231675,0.745,0.38,3.27832699465592e-21,"13","AARS"
"SBDS1",1.98479078763261e-25,1.20867283974465,0.827,0.5,3.99439146011063e-21,"13","SBDS"
"RHEB1",2.53823244971286e-25,1.0711685522592,0.836,0.491,5.10819280504712e-21,"13","RHEB"
"SERINC12",2.66988347934073e-25,1.12495757566464,0.855,0.501,5.37314050217321e-21,"13","SERINC1"
"GNL31",3.38010536034097e-25,1.25202049080728,0.673,0.299,6.8024620376862e-21,"13","GNL3"
"GEM2",8.01730264064846e-25,1.07422293216901,0.327,0.072,1.6134821564305e-20,"13","GEM"
"EIF4B1",9.33593715521731e-25,0.968738605775307,0.945,0.751,1.87885735248748e-20,"13","EIF4B"
"MAP1LC3B1",1.26274380120937e-24,1.22251388768947,0.8,0.473,2.54127189993386e-20,"13","MAP1LC3B"
"ZFAS12",2.28956934794549e-24,1.02508135056115,0.936,0.671,4.60775831274029e-20,"13","ZFAS1"
"FAU2",4.00824674529098e-24,0.718826827540567,0.991,0.963,8.06659657489809e-20,"13","FAU"
"OSTC3",4.2848113220475e-24,1.18279465686729,0.8,0.463,8.6231827856206e-20,"13","OSTC"
"PDIA64",4.43637438408254e-24,1.39814453523706,0.864,0.604,8.9282034479661e-20,"13","PDIA6"
"GOT1",6.46350513936287e-24,0.747780291925159,0.418,0.114,1.30078040929678e-19,"13","GOT1"
"EIF5",8.18758554677543e-24,1.10346259928361,0.718,0.353,1.64775159128856e-19,"13","EIF5"
"KIAA0907",1.00968872107059e-23,0.959432506174972,0.409,0.112,2.03199855115455e-19,"13","KIAA0907"
"NEBL2",1.18696729227283e-23,1.14597999965341,0.5,0.163,2.38877167569907e-19,"13","NEBL"
"RABGGTB",2.35550253396025e-23,0.994135657343205,0.618,0.249,4.74044884959501e-19,"13","RABGGTB"
"PJA23",3.15092981646526e-23,1.4909420451272,0.736,0.417,6.34124625563634e-19,"13","PJA2"
"SLC6A63",3.19270466076702e-23,0.964936876336572,0.636,0.24,6.42531812979363e-19,"13","SLC6A6"
"DNAJC31",4.90179357433426e-23,1.17695573560291,0.718,0.363,9.86485956834769e-19,"13","DNAJC3"
"GOLT1B1",5.10092937859e-23,0.907724108535305,0.536,0.186,1.02656203744124e-18,"13","GOLT1B"
"SERP1",7.55331952381993e-23,1.26227613967064,0.873,0.66,1.52010555416876e-18,"13","SERP1"
"SDF2L12",8.97240508608041e-23,1.72358586102004,0.782,0.516,1.80569652357368e-18,"13","SDF2L1"
"TULP31",9.23923244596666e-23,0.826863249593614,0.436,0.13,1.85939552975079e-18,"13","TULP3"
"CBX41",1.06013722042783e-22,1.02639398102226,0.509,0.173,2.13352615611101e-18,"13","CBX4"
"C12orf574",1.70256512203342e-22,1.02540325546008,0.891,0.611,3.42641230809225e-18,"13","C12orf57"
"CIRBP4",3.05058474181298e-22,0.959673236035938,0.955,0.802,6.13930179289863e-18,"13","CIRBP"
"RRAGD4",3.29271772839541e-22,1.09462765036787,0.736,0.356,6.62659442839577e-18,"13","RRAGD"
"AMZ2P1",3.89978410999451e-22,0.765715307152434,0.345,0.086,7.84831552136395e-18,"13","AMZ2P1"
"RRAS21",8.68642225867982e-22,0.750526171554678,0.382,0.105,1.74814247955931e-17,"13","RRAS2"
"MLH1",8.72284384810377e-22,0.726815889689753,0.4,0.112,1.75547232443088e-17,"13","MLH1"
"KCNK11",2.08635832133139e-21,0.878450875344689,0.509,0.179,4.19879612167942e-17,"13","KCNK1"
"PDIA46",3.13684915350114e-21,2.60591079289028,0.682,0.387,6.31290892142103e-17,"13","PDIA4"
"HNRNPC4",3.38164906539696e-21,1.00494733012649,0.927,0.79,6.80556874411137e-17,"13","HNRNPC"
"RHOQ3",5.00363773532281e-21,1.14247709437393,0.636,0.29,1.00698209423372e-16,"13","RHOQ"
"SEC24D3",5.56928119948015e-21,1.03787714970541,0.709,0.34,1.12081784139538e-16,"13","SEC24D"
"RNF4",6.83940334909553e-21,0.905653247835301,0.473,0.162,1.37642992400547e-16,"13","RNF4"
"HSPA91",7.81432004259361e-21,0.929118275919979,0.818,0.466,1.57263190857196e-16,"13","HSPA9"
"DNAJC25",9.53190862707515e-21,0.735210347241764,0.345,0.09,1.91829661119887e-16,"13","DNAJC25"
"ISCU2",1.14112411228421e-20,1.17222663819651,0.773,0.496,2.29651227597197e-16,"13","ISCU"
"SH3GLB11",1.57987305286258e-20,1.01862347228652,0.736,0.401,3.17949451888594e-16,"13","SH3GLB1"
"ALKBH52",2.9412481677607e-20,0.996908210665159,0.836,0.549,5.91926193761841e-16,"13","ALKBH5"
"TMED22",3.17490405093877e-20,1.03144485905874,0.873,0.692,6.38949440251428e-16,"13","TMED2"
"ARL6IP12",4.27726011294195e-20,1.13204760718545,0.791,0.469,8.60798597729567e-16,"13","ARL6IP1"
"DSTN1",5.12823093816196e-20,1.08563597193745,0.973,0.845,1.03205647630509e-15,"13","DSTN"
"C15orf612",5.36893428497442e-20,0.905226436045009,0.618,0.26,1.0804980248511e-15,"13","C15orf61"
"RMND5A",8.64103509301048e-20,0.656932080385834,0.382,0.11,1.73900831246836e-15,"13","RMND5A"
"TBC1D4",8.73404436951035e-20,0.814313176228871,0.373,0.108,1.75772642936396e-15,"13","TBC1D4"
"ARF43",1.14936603974348e-19,1.06905784759491,0.836,0.573,2.31309915498375e-15,"13","ARF4"
"ZFAND1",1.1557260130846e-19,0.55023698833368,0.373,0.103,2.32589860133276e-15,"13","ZFAND1"
"IRS23",1.66106872704127e-19,1.08722721780223,0.709,0.325,3.34290081317056e-15,"13","IRS2"
"MCTP2",2.07579346153687e-19,0.495284401283684,0.264,0.058,4.17753434134294e-15,"13","MCTP2"
"ATF2",2.13736496288097e-19,0.850951954035639,0.445,0.149,4.30144698779796e-15,"13","ATF2"
"PFKFB23",2.41703335747103e-19,0.927032952423639,0.482,0.171,4.86427963191044e-15,"13","PFKFB2"
"RPL211",2.60538892529787e-19,0.667014102311541,1,0.933,5.24334521216197e-15,"13","RPL21"
"TRAM13",3.18398348659636e-19,1.05140601160371,0.745,0.477,6.40776676677518e-15,"13","TRAM1"
"SEC23B2",7.97659609890034e-19,1.07901966089346,0.655,0.325,1.60528996490369e-14,"13","SEC23B"
"RPS253",8.46854241165656e-19,0.599745032368284,0.991,0.964,1.70429416034588e-14,"13","RPS25"
"SMIM141",8.49931218288419e-19,1.02872313468862,0.691,0.354,1.71048657680544e-14,"13","SMIM14"
"IFRD11",1.05738149889711e-18,0.929004983475731,0.482,0.181,2.12798026653044e-14,"13","IFRD1"
"CDV33",1.44952316130781e-18,0.959926001546111,0.745,0.434,2.91716536213198e-14,"13","CDV3"
"EIF1B1",1.49204684629901e-18,0.932328223963015,0.718,0.383,3.00274427817675e-14,"13","EIF1B"
"SPIRE1",2.00416198253829e-18,0.812517951984042,0.382,0.118,4.0333759898583e-14,"13","SPIRE1"
"MXD1",2.29538820964267e-18,0.604143366571832,0.345,0.098,4.61946877190588e-14,"13","MXD1"
"AEN1",2.47433619706267e-18,0.756694608689279,0.482,0.17,4.97960159658862e-14,"13","AEN"
"YKT61",2.74152106344447e-18,0.972164094445004,0.655,0.32,5.51731114018199e-14,"13","YKT6"
"SYVN1",3.26572836469096e-18,0.856210589612217,0.527,0.217,6.57227833394055e-14,"13","SYVN1"
"UHRF1BP1L",3.44318195765763e-18,0.53001822459304,0.255,0.058,6.92940368978598e-14,"13","UHRF1BP1L"
"BRD21",3.52246181509954e-18,1.04124933971086,0.8,0.491,7.08895440288783e-14,"13","BRD2"
"LAPTM4A4",5.55125763335912e-18,0.863108957681138,0.909,0.736,1.11719059871352e-13,"13","LAPTM4A"
"NR1D2",5.58549557901143e-18,0.745739833581366,0.355,0.103,1.12408098527605e-13,"13","NR1D2"
"TPT14",5.70612276516539e-18,0.552297138277072,1,0.99,1.14835720648954e-13,"13","TPT1"
"PSMD10",7.67957525716203e-18,0.731456653089908,0.473,0.172,1.54551452050386e-13,"13","PSMD10"
"ABHD31",9.16844392257326e-18,0.708373943035513,0.427,0.139,1.84514933941787e-13,"13","ABHD3"
"PNPLA8",9.54917241533011e-18,0.887243506644606,0.455,0.165,1.92177094858518e-13,"13","PNPLA8"
"HIPK1",9.55451553231538e-18,0.687840290833067,0.427,0.142,1.92284625087847e-13,"13","HIPK1"
"NDEL1",9.61115168338752e-18,0.748963563112725,0.445,0.155,1.93424427628174e-13,"13","NDEL1"
"SNHG12",1.22665210006241e-17,0.774114065850756,0.336,0.099,2.46863735137559e-13,"13","SNHG12"
"EPRS1",1.48894754862324e-17,0.982042207086244,0.655,0.353,2.99650694160427e-13,"13","EPRS"
"RBCK12",1.78036279230309e-17,0.918078812676527,0.591,0.273,3.58298011950996e-13,"13","RBCK1"
"TMEM50B",1.78797621358803e-17,0.97059801130844,0.427,0.152,3.59830212984591e-13,"13","TMEM50B"
"HYOU12",2.15222860418083e-17,1.494978153746,0.727,0.456,4.33136006591393e-13,"13","HYOU1"
